"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/colls/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/colls/list.csv?datainfo&rowcount&base_name=canis"
"Access Time","Fri 2017-03-24 06:32:50 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","canis"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0404"
"Records Found","607"
"Records Returned","607"
"Records:"
"collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no"
"21377","col","Koobi Fora","36.317001","3.975000","East Turkana - Area 104 - General","","ETE Locality 189, Area 104 - General, ","1","Pliocene","Calabrian","5.333","0.781","4469"
"21399","col","Koobi Fora","36.373001","4.067000","East Turkana - Area 105 - General","","ETE Locality 212, Area 105 - General\r\n","1","Pliocene","Calabrian","5.333","0.781","4488"
"21690","col","","35.000000","-2.416700","Serengeti National Park","","ETE Locality 508, Serengeti National Park, ","3","Holocene","","0.0117","0","4792"
"21693","col","","28.666700","-24.600000","Nylsrley Provincial Nature Res","","ETE Locality 511, Nylsrley Provincial Nature Res, ","2","Holocene","","0.0117","0","4805"
"21695","col","","19.366699","-34.533298","Die Kelders 1","","ETE Locality 513, Die Kelders 1, ","1","Pleistocene","","2.588","0.0117","4808"
"21709","col","","18.433300","-33.666698","Melkbos","","ETE Locality 527, Melkbos, ","1","Late Pleistocene","","0.126","0.0117","37332"
"21711","col","","18.233299","-33.116699","Elandsfontein","","ETE Locality 529, Elandsfontein, ","1","Pleistocene","Holocene","2.588","0","4809"
"21783","col","Hadar","40.583302","11.136100","Hadar - SH General","","ETE Locality 601, Hadar - SH General, ","1","Piacenzian","","3.6","2.588","4847"
"21791","col","Sterkfontein","27.733299","-26.016701","Sterkfontein - Member 4","","ETE Locality 609, Lower Breccia, Sterkfontein - Member 4, ","2","Pliocene","Calabrian","5.333","0.781","4867"
"21796","col","Vogel River Series","35.222198","-3.215300","Laetoli - Loc. 12","","ETE Locality 614, Laetoli - Loc. 12, ","1","Piacenzian","","3.6","2.588","4451"
"21798","col","Vogel River Series","35.208302","-3.215300","Laetoli - Loc. 6","","ETE Locality 616, Laetoli - Loc. 6, ","1","Piacenzian","","3.6","2.588","4451"
"21800","col","Vogel River Series","35.202801","-3.012500","Laetoli - Loc. 8","","ETE Locality 618, Laetoli - Loc. 8, ","1","Piacenzian","","3.6","2.588","4451"
"21802","col","Vogel River Series","35.216702","-3.201400","Laetoli - Loc. 4","","ETE Locality 620, Laetoli - Loc. 4, ","1","Piacenzian","","3.6","2.588","4451"
"21804","col","Vogel River Series","35.211102","-3.218100","Laetoli - Loc. 7E Ndol.","","ETE Locality 622, Laetoli - Loc. 7E Ndol., ","1","Gelasian","","2.588","1.806","4451"
"21810","col","Vogel River Series","35.195801","-3.251400","Laetoli - Loc. 10","","ETE Locality 628, Laetoli - Loc. 10, ","1","Piacenzian","","3.6","2.588","4451"
"21811","col","Vogel River Series","35.213902","-3.212500","Laetoli - Loc. 11","","ETE Locality 629, Laetoli - Loc. 11, ","1","Piacenzian","","3.6","2.588","4451"
"21812","col","Vogel River Series","35.195801","-3.255600","Laetoli - Loc. 10W","","ETE Locality 630, Laetoli - Loc. 10W, ","1","Piacenzian","","3.6","2.588","4451"
"21822","col","Sterkfontein","27.733601","-26.016701","Sterkfontein - Member 5","","ETE Locality 640, Middle Breccia, Sterkfontein - Member 5, ","1","Calabrian","","1.806","0.781","4867"
"21824","col","Swartkrans","27.720800","-26.016701","Swartkrans - Member 1","","ETE Locality 642, Orange Breccia, Pink Breccia","2","Early Pleistocene","","2.588","0.781","4896"
"21825","col","Swartkrans","27.720800","-26.016701","Swartkrans - Member 2","","ETE Locality 643, Brown Breccia, Swartkrans - Member 2, ","2","Pleistocene","","2.588","0.0117","4892"
"21826","col","Swartkrans","27.720800","-26.016701","Swartkrans - Channel Fill","","ETE Locality 644, Swartkrans - Channel Fill, ","1","Pliocene","Pleistocene","5.333","0.0117","4868"
"21827","col","Swartkrans","27.720800","-26.016701","Swartkrans - SKR Block","","ETE Locality 645, Swartkrans - SKR Block, ","1","Pliocene","","5.333","2.588","4895"
"21828","col","Swartkrans","27.720800","-26.016701","Swartkrans - Member 3","","ETE Locality 646, Fire Member, Swartkrans - Member 3, ","1","Pleistocene","","2.588","0.0117","4888"
"21829","col","Swartkrans","27.720800","-26.016701","Swartkrans - Member 5","","ETE Locality 647, Swartkrans - Member 5, ","1","Pleistocene","","2.588","0.0117","4895"
"21830","col","Vogel River Series","35.206902","-3.204200","Laetoli - Loc. 3","","ETE Locality 648, Laetoli - Loc. 3, ","1","Zanclean","Piacenzian","5.333","2.588","4451"
"21831","col","Vogel River Series","35.202801","-3.211100","Laetoli - Loc. 2","","ETE Locality 649, Laetoli - Loc. 2, ","1","Piacenzian","","3.6","2.588","4451"
"21832","col","Vogel River Series","35.197201","-3.186100","Laetoli - Loc. 1","","ETE Locality 650, Laetoli - Loc. 1, ","1","Piacenzian","","3.6","2.588","4451"
"21856","col","","5.916700","35.750000","Mugharet el 'Aliya","","ETE Locality 675, Mugharet el 'Aliya, ","1","Pleistocene","Holocene","2.588","0","5211"
"21857","col","","5.916700","35.750000","Mugharet el Khail","","ETE Locality 676, Mugharet el Khail, ","2","Pleistocene","Holocene","2.588","0","5212"
"21859","col","","5.916700","35.750000","Mugharet es Saifiya","","ETE Locality 678, Mugharet es Saifiya, ","3","Pleistocene","Holocene","2.588","0","5212"
"21862","col","","18.866699","-34.150002","Gordon's Bay Shell Midden","","ETE Locality 681, Gordon's Bay Shell Midden, ","1","Holocene","","0.0117","0","5216"
"21865","col","","20.533300","32.133301","Hagfet et Tera","","ETE Locality 684, Hagfet et Tera, ","1","Pleistocene","Holocene","2.588","0","5217"
"21866","col","","25.916700","-30.416700","Glen Elliott Shelter","","ETE Locality 685, Glen Elliott Shelter, ","1","Holocene","","0.0117","0","5218"
"21871","col","","36.250000","15.250000","Atbara River Valley KG68","","ETE Locality 690, Atbara River Valley KG68, ","1","Holocene","","0.0117","0","5220"
"21877","col","","28.900000","22.900000","Bir Tarfawi 14","","ETE Locality 696, Bir Tarfawi 14, ","1","Pleistocene","","2.588","0.0117","5221"
"21883","col","Nubia","30.726400","22.516701","El Nabta E 75-8","","ETE Locality 702, El Nabta E 75-8, ","1","Pleistocene","Holocene","2.588","0","5221"
"21884","col","","22.166700","32.866699","Haua Fteah","","ETE Locality 703, Haua Fteah, ","1","Pleistocene","Holocene","2.588","0","5223"
"21886","col","Gabal Silsila","32.950001","24.766701","Kom Ombo GS1","","ETE Locality 705, Kom Ombo GS1, ","1","Pleistocene","","2.588","0.0117","5209"
"21894","col","","31.933300","-14.402200","Makwe Rock Shelter","","ETE Locality 713, Makwe Rock Shelter, ","1","Holocene","","0.0117","0","5210"
"21897","col","","23.716700","-28.799999","Burchell's Shelter","","ETE Locality 716, Burchell's Shelter, ","1","Holocene","","0.0117","0","5214"
"21902","col","Nubia","33.750000","16.250000","Shaqdud S1-A","","ETE Locality 721, Shaqdud S1-A, ","1","Holocene","","0.0117","0","5230"
"21903","col","Nubia","33.750000","16.250000","Shaqadud S1-B","","ETE Locality 722, Shaqadud S1-B, ","1","Holocene","","0.0117","0","5230"
"21907","col","Nubia","25.500000","23.000000","Wadi Bakht","","ETE Locality 726, Wadi Bakht, ","1","Holocene","","0.0117","0","5221"
"21911","col","","24.633301","-27.616699","Powerhouse Cave","","ETE Locality 730, Powerhouse Cave, ","1","Holocene","","0.0117","0","5213"
"21912","col","","25.866699","-30.233299","Riversmead Shelter","","ETE Locality 731, Riversmead Shelter, ","1","Holocene","","0.0117","0","5214"
"21914","col","","24.633301","-27.616699","Witkrans Cave-Upper","","ETE Locality 733, Witkrans Cave-Upper, ","1","Holocene","","0.0117","0","5213"
"21915","col","","23.555300","-27.845800","Wonderwerk Cave","","ETE Locality 734, Wonderwerk Cave, ","1","Pleistocene","","2.588","0.0117","5214"
"21916","col","","24.400000","-34.099998","Klasies River Mouth Main Site","","ETE Locality 735, Klasies River Mouth Main Site, ","1","Pleistocene","","2.588","0.0117","5235"
"21918","col","","24.400000","-34.099998","Klasies River Mouth Cave 1 LSA","","ETE Locality 737, Klasies River Mouth Cave 1 LSA, ","1","Holocene","","0.0117","0","5234"
"21920","col","","24.633301","-27.616699","Black Earth Cave","","ETE Locality 739, Black Earth Cave, ","1","Pleistocene","","2.588","0.0117","5213"
"21921","col","","18.833300","-33.383301","Kasteelberg Midden A","","ETE Locality 740, Kasteelberg Midden A, ","1","Holocene","","0.0117","0","5218"
"21922","col","","18.833300","-33.383301","Kasteelberg Midden B","","ETE Locality 741, Kasteelberg Midden B, ","1","Holocene","","0.0117","0","5236"
"21924","col","","28.750000","-15.416700","Leopard's Hill Cave","","ETE Locality 743, Leopard's Hill Cave, ","1","Pleistocene","Holocene","2.588","0","5237"
"21929","col","","17.950001","-33.023102","Sea Harvest Site","","ETE Locality 748, Sea Harvest Site, ","1","Pleistocene","","2.588","0.0117","5238"
"21931","col","","18.683300","-34.083302","Swartklip 1","","ETE Locality 750, Swartklip 1, ","2","Pleistocene","","2.588","0.0117","5241"
"21946","col","","27.633301","-29.083300","Ventershoek","","ETE Locality 765, Ventershoek, ","1","Holocene","","0.0117","0","5214"
"21948","col","","22.183300","-33.533298","Boomplas Cave","","ETE Locality 767, Boomplas Cave, ","1","Pleistocene","Holocene","2.588","0","5246"
"21950","col","","21.866699","-33.511101","Buffelskloof","","ETE Locality 769, Buffelskloof, ","1","Pleistocene","Holocene","2.588","0","5249"
"21951","col","","19.466700","-34.583302","Byeneskranskop Cave","","ETE Locality 770, Byeneskranskop Cave, ","1","Pleistocene","Holocene","2.588","0","5250"
"21952","col","","19.376802","-34.546085","Die Kelders","","ETE Locality 771, Die Kelders","1","Pleistocene","Holocene","2.588","0","5251"
"21953","col","","18.000000","-33.000000","Duinefontein 2","","ETE Locality 772, Duinefontein 2, ","1","Pleistocene","","2.588","0.0117","5252"
"21954","col","","18.250000","-33.083302","Elandsfontein (Cutting 10)","","ETE Locality 773, Elandsfontein (Cutting 10), ","1","Pleistocene","","2.588","0.0117","5232"
"21956","col","","24.616699","-27.616699","Equus Cave","","ETE Locality 775, Equus Cave, ","1","Pleistocene","","2.588","0.0117","5255"
"21957","col","","25.650000","-33.599998","Heuningneskrans Shelter","","ETE Locality 776, Heuningneskrans Shelter, ","1","Pleistocene","Holocene","2.588","0","5237"
"21958","col","","33.750000","16.250000","Shaqadud S1-A","","ETE Locality 777, Shaqadud S1-A, ","1","Holocene","","0.0117","0","5230"
"21960","col","","27.500000","-26.500000","Gondolin","","ETE Locality 779, Gondolin, ","1","Pliocene","Pleistocene","5.333","0.0117","5260"
"21961","col","","27.721100","-26.016899","Plovers Lake","","ETE Locality 780, Plovers Lake, SAM, ","1","Calabrian","","1.806","0.781","5261"
"21963","col","","36.250000","-1.750000","Lainyamok","","ETE Locality 783, Lainyamok, ","3","Pleistocene","","2.588","0.0117","5266"
"22066","col","","29.600000","0.133300","Ishango - N.F.P.","","ETE Locality 887, Niveau fossilifere principal, Ishango - N.F.P., ","1","Pleistocene","Holocene","2.588","0","5321"
"22073","col","","29.823099","1.231400","Matupi Cave - Unit Matupi I","","ETE Locality 894, Matupi Cave - Unit Matupi I, ","1","Holocene","","0.0117","0","5324"
"22074","col","","29.823000","1.374000","Matupi Cave - Unit Matupi II","","ETE Locality 895, Matupi Cave - Unit Matupi II, ","1","Pleistocene","Holocene","2.588","0","5325"
"22220","col","Bredasdorp & Varswater","18.150000","-32.976002","Langebaanweg general","","ETE Locality 1043, Langebaanweg, Langebaanweg general, ","1","Miocene","Pliocene","23.03","2.588","5401"
"22221","col","Varswater","18.150000","-32.976002","Lang. E Quarry-PPM 3aN","","ETE Locality 1044, Langebaanweg, ""E Quarry, PPM 3aN"", ","1","Zanclean","","5.333","3.6","5401"
"22229","col","Varswater","18.150000","-32.976002","Lang. Baards Quarry-lo assem.","","ETE Locality 1052, Langebaanweg, ""Baard's Quarry, lower assem."", ","1","Miocene","Pliocene","23.03","2.588","5408"
"22239","col","Nachukui","36.049999","2.900000","Lothagam-Kaiyumung Mb.","","Lothagam-Nachukui fm, Kaiyumung mb.","1","Pliocene","","5.333","2.588","8636"
"22329","col","Kromdraai","27.750000","-26.000000","Kromdraai B - Layer 3","","ETE Locality 1153, Kromdraai B - Layer 3, KB, ","1","Pliocene","Pleistocene","5.333","0.0117","4884"
"22330","col","Kromdraai","27.750000","-26.000000","Kromdraai B - Layer 2","","ETE Locality 1154, Kromdraai B - Layer 2, KB, ","1","Pliocene","Pleistocene","5.333","0.0117","4891"
"22332","col","Kromdraai","27.750000","-26.000000","Kromndraai B - Layer 1","","ETE Locality 1156, Kromndraai B - Layer 1, KB, ","1","Pliocene","Pleistocene","5.333","0.0117","5531"
"22334","col","Kromdraai","27.750000","-26.000000","Kromdraai A","","ETE Locality 1158, Kromdraai A, KA, ","2","Pliocene","Pleistocene","5.333","0.0117","4885"
"22340","col","Makapansgat","28.950001","-24.200001","Makapansgat - general","","ETE Locality 1164, Makapansgat - general, ","2","Late Pliocene","","3.6","2.588","4932"
"22489","col","","-6.081400","34.435600","Doukkala II","","ETE Locality 1313, Doukkala II, ","1","Pleistocene","","2.588","0.0117","5619"
"22491","col","","37.500000","5.250000","Konso - Interval 4","","ETE Locality 1324, Level 4, Contains KGA 4E, KGA 10L, 11 ML, KGA 10M, KGA 10U, 11 MU, Konso-Gardula 4E, Konso - 4E ","1","Gelasian","Calabrian","2.588","0.781","5627"
"22513","col","Gebel Silsila-YCS","33.000000","24.500000","KomOmbo-GS X","","ETE Locality 1348, Gebel Silsila X, Gabal Silsila X, KomOmbo-GS X, ","1","Pleistocene","","2.588","0.0117","5225"
"22596","col","Olduvai","35.373600","-2.980600","DKI-general","","ETE Locality 1436, Douglas Korongo, Arch loc.22, Geol loc.13, DKI-general, ","1","Gelasian","","2.588","1.806","5276"
"22628","col","Olduvai","35.344398","-2.986100","FLK-Level 22","","ETE Locality 1468, Site 41a, Frida Leakey Korongo, Arch#41, Geol loc.45, FLK-Level 22, ","1","Early Pleistocene","","2.588","0.781","5653"
"22728","col","","11.383300","50.983299","Sussenborn","","ETE Locality 1607, Sussenborn, ","1","Pleistocene","","2.588","0.0117","5674"
"32050","col","Vogel River Series","35.130001","-3.130000","Laetoli Beds Upper","","Laetolil, Garusi, Southern Serengeti, Vogel River Series","1","Pliocene","","5.333","2.588","4451"
"32051","col","Koobi Fora","36.349998","4.083333","East Turkana - Area 105-KBS-FxJj1","21396","Kay Behrensmeyer Site, KBS","1","Early Pleistocene","","2.588","0.781","8610"
"32052","col","M1, M2, D2, C1, C2 or LR","-7.650000","33.583332","Ahl al Oughlam - general","","Deprez Quarry","1","Late Pliocene","","3.6","2.588","5595"
"32145","col","","22.033333","46.966667","Betfia 13","","Betfia XIII, Somleu Hill","1","Early Pleistocene","","2.588","0.781","8655"
"32195","col","","22.033333","46.966667","Betfia 9","","Betfia IX, Somleu Hill","1","Early Pleistocene","","2.588","0.781","8655"
"32904","col","","109.988052","20.133333","Man Bac","","","1","Holocene","","0.0117","0","39115"
"33973","col","","22.033333","46.966667","Betfia 7 level 1b-e","","Betfia VII/1b-e\r\nSomleu Hill","1","Early Pleistocene","","2.588","0.781","8655"
"33974","col","","22.033333","46.966667","Betfia 5","","Betfia V\r\nSomleu Hill","1","Early Pleistocene","","2.588","0.781","8655"
"33975","col","","22.033333","46.966667","Betfia 7 level 3a","","Betfia VII/3a\r\nSomleu Hill","1","Early Pleistocene","","2.588","0.781","8655"
"34009","col","","22.033333","46.966667","Betfia 7 level 3c","","Betfia VII/3c\r\nSomleu Hill","1","Early Pleistocene","","2.588","0.781","8655"
"34010","col","","22.033333","46.966667","Betfia 7 level 4a","","Betfia VII/4a\r\nSomleu Hill","1","Middle Pleistocene","","0.781","0.126","8655"
"34102","col","Kairubak suite","69.966667","38.349998","Lakhuti 1","","Lakhuti-1","1","Pleistocene","","2.588","0.0117","8649"
"34104","col","","69.966667","38.349998","Lakhuti 2 Main collection","","Lakhuti-2 main","1","Pleistocene","","2.588","0.0117","8649"
"34105","col","Latamne","36.750000","35.133331","Latamne","","","1","Middle Pleistocene","","0.781","0.126","8978"
"34127","col","","5.600000","50.483334","La Belle-Roche","","Belle Roche, Sprimont","1","Pleistocene","","2.588","0.0117","8650"
"34269","col","","-80.397499","27.638332","Vero","","","3","Late Pleistocene","","0.126","0.0117","9008"
"34287","col","","-7.583333","33.583332","Thomas Quarry 1 level G","","Th1-G,\r\nHominid Level,\r\nH. erectus cave ","1","Pleistocene","","2.588","0.0117","9013"
"34329","col","","-7.583333","33.583332","Oulad Hamida 1 - Homo erectus cave","","OH1-HEC, \r\nThomas Quarry 3.\r\nThomas Quarry III","1","Pleistocene","","2.588","0.0117","9013"
"34330","col","","-7.583333","33.583332","Oulad Hamida 1 - Rhino Cave","","OH1-GDR,\r\nGrotte des Rhinoceros","1","Middle Pleistocene","","0.781","0.126","9013"
"34382","col","","-101.186203","42.118900","North Prong Quarry","","Symbos convexifrons type site; U.N.S.M. Coll. Loc. Cr-10","1","Middle Pleistocene","","0.781","0.126","9039"
"34395","col","Kairubak suite","68.966667","37.333332","Karamaidan","","","1","Pliocene","","5.333","2.588","9043"
"34434","col","Kairubak suite","69.111115","38.598331","Zil'fi","","Yakhabed","1","Pliocene","Pleistocene","5.333","0.0117","9043"
"34444","col","Kuruksai suite","69.666946","38.310833","Kuruksay, Kuruksai-Navrukho","","Navrukho, Kuruksai","1","Pliocene","","5.333","2.588","9043"
"34445","col","","68.000000","38.000000","Kuruksay Valley","","","1","Pliocene","","5.333","2.588","9043"
"34446","col","","79.000000","45.000000","Kopaly Middle Level","","","1","Early Pleistocene","","2.588","0.781","9043"
"34447","col","","78.000000","44.000000","Tepke-1","","Tepke 1","1","Early Pleistocene","","2.588","0.781","9043"
"34617","col","Gerakarou","23.150000","40.683334","Gerakarou 1","","GER","2","Villanyian","Pleistocene","3.2","0.0117","9135"
"34667","col","","123.433334","41.166668","Anping","","","1","Pleistocene","","2.588","0.0117","9176"
"34764","col","","21.799999","37.983334","Livakos","","LIV","1","Villanyian","Pleistocene","3.2","0.0117","9135"
"34766","col","","21.600000","37.516666","Kaiafas","","KAF","1","Early Pleistocene","","2.588","0.781","9135"
"34782","col","","22.950001","39.366669","Alikes","","Halykes\r\nALK","3","Early Pleistocene","","2.588","0.781","9135"
"34783","col","Platanochori","23.466667","40.566666","Ravin of Voulgarakis","","RVL\r\nRavin Voulgarakis","1","Early Pleistocene","","2.588","0.781","9135"
"34784","col","Platanochori","23.466667","40.566666","Apollonia","","Apollonia 1\r\nAPL","4","Early Pleistocene","","2.588","0.781","9135"
"34808","col","","22.950001","39.366669","Volos","","VOL","1","Early Pleistocene","Middle Pleistocene","2.588","0.126","9135"
"34872","col","","-3.518889","42.352501","Atapuerca TD6-AS","","Gran Dolina, Aurora Stratum","1","Pleistocene","","2.588","0.0117","9351"
"34898","col","","-2.466667","37.716667","Venta Micena","","","2","Early Pleistocene","","2.588","0.781","10967"
"34911","col","","-0.866667","37.616669","Cueva Victoria","","","1","Early Pleistocene","","2.588","0.781","9372"
"34920","col","","-3.518889","42.352501","Atapuerca TD5","","Gran Dolina","1","Pleistocene","","2.588","0.0117","9351"
"34925","col","","-3.518889","42.352501","Atapuerca TD8","","Gran Dolina","1","Middle Pleistocene","","0.781","0.126","9351"
"34926","col","","3.518889","42.352501","Atapuerca TD10","","Gran Dolina","1","Middle Pleistocene","","0.781","0.126","9351"
"34927","col","","-3.518889","42.352501","Atapuerca TD11","","Gran Dolina","1","Middle Pleistocene","","0.781","0.126","9351"
"34929","col","","-0.150000","39.849998","Casablanca 1","","Almenara 1","1","Villanyian","","3.2","2.588","10965"
"34985","col","","-2.566667","37.583332","Cullar Baza 1","","Cullar de Baza 1\r\nCullar-Baza 1 ","1","Middle Pleistocene","","0.781","0.126","9390"
"35045","col","","20.500000","48.083332","Horvolgy","","Cave of Horvolgy Horvolgyi-barlang","1","Middle Pleistocene","","0.781","0.126","9309"
"35076","col","","0.383333","43.133331","Montousse 5","","","1","Pliocene","Pleistocene","5.333","0.0117","9424"
"35078","col","","-2.533333","37.816666","Huescar 1","","Huéscar 1, Huescar-1","1","Early Pleistocene","Middle Pleistocene","2.588","0.126","9415"
"35339","col","Alfambra","-2.596667","40.347221","Los Mansuetos","","LM","1","Turolian","","8.7","5.333","9679"
"35358","col","","20.750000","48.516666","Osztramos locality 7","","Osztramos 7, Osztramos Hill","1","Villanyian","","3.2","2.588","9534"
"35369","col","","18.450001","45.866669","Villany locality 3","","Villany-Kalkberg-Nord,\r\nVillány 3,\r\nVillány-Kalkberg-Nord","2","Villanyian","","3.2","2.588","9534"
"35371","col","","18.450001","45.866669","Villany locality 5","","Villany 5,\r\nVillány locality 5","1","Villanyian","","3.2","2.588","9534"
"35374","col","","18.383333","46.966667","Kislang","","Kisláng, Kislángi\r\n","1","Villanyian","","3.2","2.588","9534"
"35428","col","","20.750000","48.516666","Osztramos locality 2","","","1","Early Pleistocene","","2.588","0.781","9534"
"35431","col","","20.750000","48.516666","Osztramos locality 8","","","1","Early Pleistocene","","2.588","0.781","9534"
"35442","col","","18.400000","45.833332","Nagyharsanyhegy locality 4","","Nagyharsányhegy 4","2","Early Pleistocene","","2.588","0.781","9534"
"35457","col","","18.450001","45.866669","Somssich Hill no. 2","","Somssichhegy 2","1","Early Pleistocene","","2.588","0.781","9534"
"35467","col","","18.450001","45.866669","Villany locality 8, level 12a","","Villány 8, level 12a","1","Middle Pleistocene","","0.781","0.126","9534"
"35472","col","","20.533333","48.049999","Kovesvarad","","Kövesvárad","1","Middle Pleistocene","","0.781","0.126","9534"
"35907","col","","16.799999","49.400002","Chlum 6 bei Holstejn","","","1","Early Pleistocene","Middle Pleistocene","2.588","0.126","9643"
"36112","col","","-0.916667","40.216667","La Puebla de Valverde, excavations 1974","","","1","MN 17","","2.588","1.806","9690"
"36134","col","","12.300000","41.883331","Layer 4, Sedia del Diavolo, Rome","","","1","Middle Pleistocene","","0.781","0.126","9695"
"36206","col","","11.316667","51.400002","Voigtstedt bei Sangerhausen, Lehmzone","","Voigtstedt Loam zone,\r\nVoigtstedt clay level","1","Middle Pleistocene","","0.781","0.126","9643"
"36214","col","","14.083333","49.933334","Koneprusy C718 bei Karlstejn","","","1","Middle Pleistocene","","0.781","0.126","9643"
"36219","col","","14.583333","50.183334","Prezletice bei Prag","","","1","Middle Pleistocene","","0.781","0.126","9643"
"36220","col","","9.950000","49.816666","Wurzburg-Schalksberg","","Wuerzburg-Schalksberg, Würzberg-Schalksberg","1","Middle Pleistocene","","0.781","0.126","9643"
"36318","col","Huliuhe","114.599998","39.840000","Huliuhe Formation, Huabaogou, Xiyaozhitou, Yu county","","Hipparion Red Clay","2","Early Pliocene","","5.333","3.6","9739"
"36373","col","","11.300000","42.400002","Monte Argentario","","","1","Pleistocene","","2.588","0.0117","9754"
"36376","col","","8.833300","45.799999","Bardello, Lago di Varese","","","1","Quaternary","","2.588","0","9756"
"36586","col","Yuanmou","100.940002","24.870001","Yuanmou formation, third member, upper part, Shangnabang","","Yuanmo formation","1","Pleistocene","","2.588","0.0117","9810"
"37024","col","'Ubeidiya","35.566666","32.683334","'Ubeidiya Formation site II-23","","Oubeidiyeh","2","Pleistocene","","2.588","0.0117","9913"
"37026","col","'Ubeidiya","35.566666","32.683334","'Ubeidiya Formation, site I-15LF/I16","","Oubeidiyeh","1","Pleistocene","","2.588","0.0117","9913"
"38892","col","","-2.066667","42.133331","Villarroya","","","1","Pliocene","","5.333","2.588","10511"
"39252","col","","35.049999","32.716667","Tabun Cave Level E","","","1","Pleistocene","","2.588","0.0117","10604"
"39314","col","Dursunlu","31.913889","38.279167","Dursunlu","","","2","Pleistocene","","2.588","0.0117","10617"
"39321","col","","30.520555","39.776669","Eskisehir","","Yukari-Sogutonu,\r\nYukari-Sögütönü","1","Early Pleistocene","","2.588","0.781","10839"
"39322","col","","35.463055","40.873333","Kamisili","","Merzifon Basin","1","Pliocene","Pleistocene","5.333","0.0117","10617"
"39409","col","Khapry","39.713890","47.236389","Liventsovka","","Liventsovka, Khapry Formation, Sea of Azov\r\nLiventzovka","1","Pliocene","","5.333","2.588","10960"
"39410","col","Khapry","39.713890","47.236389","Khapry","","Khapry, Khapry Formation, Sea of Azov.","1","Pliocene","","5.333","2.588","10647"
"39845","col","","23.916668","44.750000","La Pietris, Tetoiu 1 lower faunal horizon","","","1","Pliocene","","5.333","2.588","11025"
"39847","col","","23.916668","44.750000","Fintina Alortitei, Tetoiu 2 middle faunal horizon","","","1","Early Pleistocene","","2.588","0.781","10805"
"39848","col","","23.916668","44.750000","La Seci, Tetoiu 2 middle faunal horizon","","","1","Early Pleistocene","","2.588","0.781","10805"
"39882","col","","44.041668","41.616669","Tsalk","","","1","Pliocene","","5.333","2.588","10818"
"40113","col","","25.549999","46.016666","Capeni","","","1","Pliocene","","5.333","2.588","10873"
"40266","col","","108.500000","51.833332","Zasuchino (third horizon), Western Transbaikalia","","","1","Early Pleistocene","","2.588","0.781","10889"
"40392","col","","45.990555","41.393055","Kvabebi","","","1","Pliocene","","5.333","2.588","10898"
"40394","col","","41.816666","45.033333","Kossiakino 1, near Stavropol","","Kosyakino","1","Ruscinian","","5.333","3.2","10898"
"40398","col","","44.116669","41.966667","Akhalkalaki 1","","Achalkalaki 1","1","Pleistocene","","2.588","0.0117","10898"
"40497","col","","84.271942","49.738609","Zyryanovsk","","","1","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10916"
"40500","col","","13.848056","44.868332","Sandalja 1, bei Pula","","","1","Early Pleistocene","","2.588","0.781","10917"
"40695","col","","53.426945","39.459999","Tcheleken, collections 1983-84","","","1","Middle Pleistocene","","0.781","0.126","10958"
"40758","col","Venta del Moro-Villatoya","-1.350000","39.483334","Venta del Moro","","","1","Turolian","","8.7","5.333","10999"
"40808","col","","13.664444","45.768612","Slivia, Trieste, Northern Italy","","","1","Middle Pleistocene","","0.781","0.126","11028"
"40997","col","","15.450000","41.783333","Pirro Nord, P. N. 2","","Cava Pirro","2","Early Pleistocene","","2.588","0.781","11051"
"41003","col","","15.450000","41.783333","Pirro Nord, P. N. 4","","Cava Pirro","1","Early Pleistocene","","2.588","0.781","11051"
"41004","col","","15.450000","41.783333","Pirro Nord, P. N. 5","","Cava Pirro","1","Early Pleistocene","","2.588","0.781","11051"
"41006","col","","15.450000","41.783333","Pirro Nord, Pieri Collection.","","Cava Pirro","2","Early Pleistocene","","2.588","0.781","11051"
"42241","col","","3.416667","45.166668","Blassac-la-Girondie, Auvergne, France","","Blassac","1","Early Pleistocene","","2.588","0.781","11379"
"42866","col","","-8.874444","31.869167","Djebel Irhoud, Ennouchi collection, 1960s","","Jebel Irhoud","2","Middle Pleistocene","","0.781","0.126","11378"
"43008","col","","28.964722","41.018612","Yarimburgaz Cave, Bosphorus","","","2","Middle Pleistocene","","0.781","0.126","11397"
"43016","col","","14.216667","40.549999","Quisisana-Certosa","","","1","Middle Pleistocene","","0.781","0.126","11400"
"43617","col","","0.150000","45.650002","Artenac 'Premiere macromammal Assemblage', Commune de Saint-Mary, Charente,","","Artenac-en-Charente","1","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11457"
"43618","col","","0.150000","45.983334","Artenac 'Deuxieme macromammal Assemblage', Commune de Saint-Mary, Charente,","","","1","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11457"
